content,rating,created_at,product_id
按尺码表买还是大#46,1,2026-04-18,SKU001
按尺码表买还是大#47,2,2026-04-06,SKU001
外观好看功能齐全#48,5,2026-05-25,SKU001
降噪几乎没有效果#49,2,2026-05-29,SKU001
不错符合预期#50,4,2026-04-15,SKU001
好用好穿下次还来#51,5,2026-04-22,SKU001
外观好看功能齐全#52,5,2026-05-13,SKU001
售后处理及时#53,4,2026-06-01,SKU001
降噪效果很不错地铁基本听不到噪音#54,4,2026-04-10,SKU001
这家最实惠#55,4,2026-05-29,SKU001
客服不理人态度敷衍#56,1,2026-05-14,SKU001
降噪效果很不错地铁基本听不到噪音#57,4,2026-04-16,SKU001
确实好用值得#58,5,2026-04-23,SKU001
质量很好做工精细#59,4,2026-05-07,SKU001
用了半个月没问题#60,4,2026-04-07,SKU001
音质好低音浑厚高音清晰#61,5,2026-04-06,SKU001
不错符合预期#62,4,2026-04-24,SKU001
不值这个价后悔买#63,2,2026-04-29,SKU001
问客服永远自动回复#64,2,2026-04-06,SKU001
加微信xxx领优惠券#65,5,2026-04-26,SKU001
客服态度好回复快#66,4,2026-05-13,SKU001
客服态度好回复快#67,4,2026-05-31,SKU001
降噪几乎没有效果#68,1,2026-05-04,SKU001
颜色图片差太多两个色#69,3,2026-05-29,SKU001
客服不理人态度敷衍#70,1,2026-05-18,SKU001
耳塞容易掉不合适#71,1,2026-04-23,SKU001
搞活动买的比平时便宜#72,5,2026-06-01,SKU001
一般般有好有坏给中评#73,3,2026-04-05,SKU001
穿了一个月没变形#74,4,2026-04-28,SKU001
性价比很高很划算#75,5,2026-04-19,SKU001
客服答非所问明显机器人#76,1,2026-05-04,SKU001
发货很快第二天到#77,5,2026-05-19,SKU001
耳塞容易掉不合适#78,1,2026-04-12,SKU001
发货很快第二天到#79,5,2026-04-25,SKU001
退货各种刁难#80,1,2026-04-08,SKU001
很满意老顾客了#81,5,2026-05-10,SKU001
耳塞容易掉不合适#82,2,2026-05-04,SKU001
发货很快第二天到#83,5,2026-04-11,SKU001
包装破损盒子压变形#84,1,2026-04-11,SKU001
还可以基本满足需求#85,3,2026-05-14,SKU001
质量不错比实体店好#86,4,2026-04-07,SKU001
包装用心防潮好#87,5,2026-04-10,SKU001
耳塞容易掉不合适#88,2,2026-05-29,SKU001
穿着很显瘦同事说好看#89,4,2026-05-08,SKU001
降噪效果很不错地铁基本听不到噪音#90,4,2026-04-06,SKU001
款式好看穿着很舒服#91,4,2026-04-26,SKU001
第三次回购了质量稳#92,5,2026-04-24,SKU001
纽扣掉口袋破#93,1,2026-04-14,SKU001
用了半个月没问题#94,5,2026-05-16,SKU001
一般般有好有坏给中评#95,3,2026-05-05,SKU001
性价比很高很划算#96,4,2026-04-29,SKU001
坚果很新鲜颗颗饱满#97,4,2026-04-26,SKU001
非常满意跟描述一样#98,5,2026-04-24,SKU001
分量少罐大装不满#99,2,2026-05-17,SKU001
不错符合预期#100,5,2026-04-22,SKU001
性价比很高很划算#101,4,2026-04-22,SKU001
做工扎实用料好#102,4,2026-04-11,SKU001
用了半个月没问题#103,5,2026-04-18,SKU001
穿了一个月没变形#104,5,2026-04-05,SKU001
客服有耐心解答#105,4,2026-05-25,SKU001
还行吧一般般没啥惊喜#106,3,2026-05-02,SKU001
还可以基本满足需求#107,3,2026-04-22,SKU001
做工精细满意#108,4,2026-04-07,SKU001
售后处理慢退货一周没通过#109,1,2026-05-06,SKU001
穿几天就变形质量太差#110,2,2026-05-05,SKU001
不错符合预期#111,5,2026-05-16,SKU001
马马虎虎不好不差#112,3,2026-04-20,SKU001
加微信xxx领优惠券#113,5,2026-04-09,SKU001
凑合能用对得起价格#114,3,2026-05-23,SKU001
佩戴舒适戴两小时不疼#115,4,2026-05-16,SKU001
非常满意跟描述一样#116,4,2026-05-08,SKU001
面料起球严重洗一次废#117,2,2026-05-26,SKU001
售后处理及时#118,5,2026-04-29,SKU001
加微信xxx领优惠券#119,5,2026-05-09,SKU001
线头到处都是做工粗糙#120,1,2026-05-27,SKU001
蓝牙连接稳定隔墙不断连#121,5,2026-04-03,SKU001
外观好看功能齐全#122,4,2026-04-09,SKU001
拉链卡顿缝线不齐#123,3,2026-04-19,SKU001
很满意老顾客了#124,4,2026-04-18,SKU001
马马虎虎不好不差#125,3,2026-05-21,SKU001
款式好看穿着很舒服#126,4,2026-05-06,SKU001
便宜好用值得推荐#127,5,2026-04-12,SKU001
快递小哥态度好#128,4,2026-05-26,SKU001
佩戴舒适戴两小时不疼#129,4,2026-05-30,SKU001
不错符合预期#130,4,2026-04-02,SKU001
这家最实惠#131,5,2026-04-18,SKU001
售后处理及时#132,5,2026-05-30,SKU001
音质好低音浑厚高音清晰#133,5,2026-04-10,SKU001
快递丢门口不打电话#134,3,2026-05-17,SKU001
不错符合预期#135,4,2026-05-19,SKU001
降噪效果很不错地铁基本听不到噪音#136,5,2026-05-20,SKU001
质量不错比实体店好#137,4,2026-05-23,SKU001
质量很好做工精细#138,5,2026-04-05,SKU001
这家最实惠#139,4,2026-05-05,SKU001
加微信xxx领优惠券#140,5,2026-04-30,SKU001
各方面满意给好评#141,5,2026-05-16,SKU001
纽扣掉口袋破#142,1,2026-05-28,SKU001
续航强充一次用一周#143,5,2026-05-06,SKU001
坚果很新鲜颗颗饱满#144,5,2026-05-07,SKU001
佩戴舒适戴两小时不疼#145,5,2026-05-10,SKU001
凑合能用对得起价格#146,3,2026-05-31,SKU001
发货太慢催几次才发#147,2,2026-04-07,SKU001
做工精细满意#148,5,2026-06-01,SKU001
搞活动买的比平时便宜#149,4,2026-04-23,SKU001
包装用心防潮好#150,5,2026-04-05,SKU001
马马虎虎不好不差#151,3,2026-04-10,SKU001
纽扣掉口袋破#152,1,2026-04-19,SKU001
还可以基本满足需求#153,3,2026-04-23,SKU001
材质好摸着舒服#154,5,2026-05-13,SKU001
性价比很高很划算#155,5,2026-05-02,SKU001
材质好摸着舒服#156,4,2026-04-21,SKU001
加微信xxx领优惠券#157,5,2026-05-10,SKU001
中规中矩没什么特别#158,3,2026-05-03,SKU001
耳塞容易掉不合适#159,2,2026-04-30,SKU001
拉链卡顿缝线不齐#160,1,2026-04-22,SKU001
面料舒服手感好#161,5,2026-04-21,SKU001
问客服永远自动回复#162,1,2026-04-24,SKU001
有包开心果受潮不脆#163,1,2026-05-17,SKU001
还可以基本满足需求#164,3,2026-04-17,SKU001
非常满意跟描述一样#165,5,2026-05-17,SKU001
这个价格可以买更好#166,2,2026-04-02,SKU001
一般般有好有坏给中评#167,3,2026-05-25,SKU001
质量不错比实体店好#168,5,2026-04-12,SKU001
买完降价申请价保不退#169,1,2026-04-07,SKU001
质量太差穿两次就开线#170,1,2026-05-06,SKU001
有包开心果受潮不脆#171,1,2026-04-24,SKU001
发货很快第二天到#172,4,2026-05-05,SKU001
拉链卡顿缝线不齐#173,1,2026-04-22,SKU001
外观好看功能齐全#174,5,2026-05-25,SKU001
凑合能用对得起价格#175,3,2026-04-02,SKU001
款式好看穿着很舒服#176,4,2026-05-06,SKU001
凑合能用对得起价格#177,3,2026-04-04,SKU001
还行吧一般般没啥惊喜#178,3,2026-05-20,SKU001
包装破损盒子压变形#179,1,2026-04-15,SKU001
有异味感觉劣质材料#180,1,2026-04-14,SKU001
一般般有好有坏给中评#181,3,2026-04-30,SKU001
太贵了不值这个价#182,1,2026-05-02,SKU001
便宜好用值得推荐#183,5,2026-05-29,SKU001
质量太差穿两次就开线#184,1,2026-05-03,SKU001
做工扎实用料好#185,4,2026-04-12,SKU001
挺好的已推荐朋友#186,4,2026-05-04,SKU001
搞活动买的比平时便宜#187,5,2026-04-06,SKU001
穿几天就变形质量太差#188,3,2026-04-09,SKU001
加微信xxx领优惠券#189,5,2026-04-02,SKU001
做工扎实用料好#190,5,2026-05-01,SKU001
颜色图片差太多两个色#191,2,2026-06-01,SKU001
凑合能用对得起价格#192,3,2026-04-17,SKU001
加微信xxx领优惠券#193,5,2026-05-10,SKU001
便宜好用值得推荐#194,5,2026-04-27,SKU001
用了三天就坏质量差#195,2,2026-04-09,SKU001
物流太慢等了十天才到#196,1,2026-05-07,SKU001
加微信xxx领优惠券#197,5,2026-05-06,SKU001
面料舒服手感好#198,5,2026-06-01,SKU001
这个价位很良心#199,5,2026-04-22,SKU001
偏小穿着紧不舒服#200,1,2026-05-18,SKU001
凑合能用对得起价格#201,3,2026-05-15,SKU001
偏小穿着紧不舒服#202,1,2026-04-06,SKU001
马马虎虎不好不差#203,3,2026-05-24,SKU001
中规中矩没什么特别#204,3,2026-05-26,SKU001
有包开心果受潮不脆#205,1,2026-05-13,SKU001
做工精细满意#206,4,2026-04-19,SKU001
加微信xxx领优惠券#207,5,2026-04-29,SKU001
挺好的已推荐朋友#208,5,2026-04-05,SKU001
物流快包装完好#209,4,2026-05-08,SKU001
用了三天就坏质量差#210,2,2026-04-05,SKU001
用了三天就坏质量差#211,2,2026-05-09,SKU001
还可以基本满足需求#212,3,2026-05-25,SKU001
线头到处都是做工粗糙#213,1,2026-04-29,SKU001
加微信xxx领优惠券#214,5,2026-04-14,SKU001
降噪几乎没有效果#215,1,2026-04-05,SKU001
用了半个月没问题#216,5,2026-04-08,SKU001
这个价位很良心#217,4,2026-05-09,SKU001
包装用心防潮好#218,5,2026-05-07,SKU001
性价比太低不值#219,3,2026-04-10,SKU001
还可以基本满足需求#220,3,2026-05-21,SKU001
马马虎虎不好不差#221,3,2026-05-19,SKU001
客服不理人态度敷衍#222,1,2026-05-02,SKU001
退货各种刁难#223,3,2026-05-14,SKU001
物流快包装完好#224,5,2026-04-18,SKU001
性价比很高很划算#225,4,2026-05-11,SKU001
偏小穿着紧不舒服#226,1,2026-04-18,SKU001
偏小穿着紧不舒服#227,2,2026-04-03,SKU001
非常满意跟描述一样#228,5,2026-05-19,SKU001
各方面满意给好评#229,5,2026-05-06,SKU001
音质一般不如之前耳机#230,3,2026-04-27,SKU001
线头到处都是做工粗糙#231,1,2026-05-21,SKU001
物流太慢等了十天才到#232,1,2026-05-22,SKU001
一般般有好有坏给中评#233,3,2026-04-11,SKU001
掉色严重把别的衣服染#234,2,2026-04-30,SKU001
做工扎实用料好#235,5,2026-05-31,SKU001
做工扎实用料好#236,5,2026-04-24,SKU001
确实好用值得#237,5,2026-04-12,SKU001
这家最实惠#238,4,2026-04-17,SKU001
售后处理及时#239,5,2026-04-20,SKU001
这个价格可以买更好#240,2,2026-04-02,SKU001
加微信xxx领优惠券#241,5,2026-04-13,SKU001
加微信xxx领优惠券#242,5,2026-05-08,SKU001
这个价格可以买更好#243,2,2026-05-12,SKU001
款式好看穿着很舒服#244,5,2026-04-25,SKU001
售后处理及时#245,5,2026-04-12,SKU001
这家最实惠#246,4,2026-04-28,SKU001
洗一次缩水短一大截#247,1,2026-05-08,SKU001
中规中矩没什么特别#248,3,2026-06-01,SKU001
收到包装烂了#249,1,2026-05-08,SKU001
挺好的已推荐朋友#250,5,2026-05-24,SKU001
客服答非所问明显机器人#251,1,2026-04-20,SKU001
线头到处都是做工粗糙#252,1,2026-04-11,SKU001
太贵了不值这个价#253,2,2026-04-05,SKU001
有异味感觉劣质材料#254,3,2026-04-15,SKU001
买完降价申请价保不退#255,2,2026-05-16,SKU001
外观好看功能齐全#256,5,2026-05-03,SKU001
外观好看功能齐全#257,4,2026-05-09,SKU001
质量不错比实体店好#258,4,2026-05-08,SKU001
不值这个价后悔买#259,2,2026-04-27,SKU001
穿着很显瘦同事说好看#260,5,2026-04-02,SKU001
蓝牙连接稳定隔墙不断连#261,4,2026-04-23,SKU001
穿着很显瘦同事说好看#262,4,2026-05-21,SKU001
中规中矩没什么特别#263,3,2026-04-05,SKU001
细节处理得好无线头#264,4,2026-05-01,SKU001
做工扎实用料好#265,5,2026-05-29,SKU001
非常满意跟描述一样#266,5,2026-05-30,SKU001
中规中矩没什么特别#267,3,2026-04-15,SKU001
质量不错比实体店好#268,4,2026-05-15,SKU001
发货很快第二天到#269,4,2026-04-12,SKU001
做工精细满意#270,5,2026-04-22,SKU001
便宜好用值得推荐#271,5,2026-06-01,SKU001
加微信xxx领优惠券#272,5,2026-04-25,SKU001
尺码不准实际偏小一码#273,1,2026-04-29,SKU001
做工精细满意#274,5,2026-05-21,SKU001
穿了一个月没变形#275,5,2026-05-02,SKU001
降噪效果很不错地铁基本听不到噪音#276,4,2026-04-08,SKU001
实物颜色很暗不亮#277,2,2026-04-26,SKU001
发货很快第二天到#278,5,2026-05-22,SKU001
客服态度好回复快#279,5,2026-05-17,SKU001
偏小穿着紧不舒服#280,2,2026-04-28,SKU001
耳塞容易掉不合适#281,1,2026-04-23,SKU001
降噪几乎没有效果#282,2,2026-05-30,SKU001
客服态度好回复快#283,5,2026-05-22,SKU001
售后处理慢退货一周没通过#284,2,2026-05-23,SKU001
尺码偏小L码要买XL#285,1,2026-05-22,SKU001
加微信xxx领优惠券#286,5,2026-05-23,SKU001
掉色严重把别的衣服染#287,2,2026-04-20,SKU001
快递丢门口不打电话#288,2,2026-04-25,SKU001
收到包装烂了#289,1,2026-04-05,SKU001
还行吧一般般没啥惊喜#290,3,2026-04-06,SKU001
还行吧一般般没啥惊喜#291,3,2026-05-04,SKU001
颜色图片差太多两个色#292,1,2026-05-04,SKU001
收到就有瑕疵明显次品#293,2,2026-05-14,SKU001
一般般有好有坏给中评#294,3,2026-05-04,SKU001
非常满意跟描述一样#295,5,2026-04-16,SKU001
便宜好用值得推荐#296,5,2026-05-19,SKU001
降噪效果很不错地铁基本听不到噪音#297,5,2026-04-28,SKU001
图片米白收到发黄#298,1,2026-05-16,SKU001
各方面满意给好评#299,5,2026-05-16,SKU001
加微信xxx领优惠券#0,5,2026-05-03,SKU002
加微信xxx领优惠券#1,5,2026-04-24,SKU002
还行吧一般般没啥惊喜#2,3,2026-04-21,SKU002
包装用心防潮好#3,5,2026-04-15,SKU002
质量很好做工精细#4,5,2026-04-17,SKU002
售后处理及时#5,4,2026-05-11,SKU002
有包开心果受潮不脆#6,1,2026-05-20,SKU002
挺好的已推荐朋友#7,5,2026-04-11,SKU002
加微信xxx领优惠券#8,5,2026-05-26,SKU002
物流太慢等了十天才到#9,3,2026-04-28,SKU002
还行吧一般般没啥惊喜#10,3,2026-05-20,SKU002
材质好摸着舒服#11,5,2026-04-27,SKU002
材质好摸着舒服#12,5,2026-04-03,SKU002
外观好看功能齐全#13,5,2026-05-24,SKU002
性价比很高很划算#14,5,2026-05-24,SKU002
质量太差穿两次就开线#15,1,2026-04-25,SKU002
质量很好做工精细#16,5,2026-04-05,SKU002
佩戴舒适戴两小时不疼#17,5,2026-05-02,SKU002
一般般有好有坏给中评#18,3,2026-05-12,SKU002
物流慢坚果都碎了#19,1,2026-05-27,SKU002
尺码偏小L码要买XL#20,1,2026-05-11,SKU002
耳塞容易掉不合适#21,2,2026-05-14,SKU002
穿着很显瘦同事说好看#22,5,2026-04-04,SKU002
各方面满意给好评#23,5,2026-05-18,SKU002
这个价格可以买更好#24,2,2026-05-04,SKU002
第三次回购了质量稳#25,5,2026-04-29,SKU002
蓝牙连接稳定隔墙不断连#26,4,2026-04-04,SKU002
凑合能用对得起价格#27,3,2026-06-01,SKU002
音质好低音浑厚高音清晰#28,4,2026-05-19,SKU002
一般般有好有坏给中评#29,3,2026-05-23,SKU002
做工扎实用料好#30,4,2026-04-06,SKU002
确实好用值得#31,5,2026-04-11,SKU002
物流快包装完好#32,5,2026-04-08,SKU002
凑合能用对得起价格#33,3,2026-04-25,SKU002
还可以基本满足需求#34,3,2026-05-20,SKU002
面料起球严重洗一次废#35,1,2026-05-13,SKU002
发货很快第二天到#36,5,2026-04-19,SKU002
马马虎虎不好不差#37,3,2026-04-04,SKU002
有包开心果受潮不脆#38,1,2026-04-29,SKU002
太贵了不值这个价#39,3,2026-05-19,SKU002
尺码不准实际偏小一码#40,1,2026-04-11,SKU002
线头到处都是做工粗糙#41,1,2026-04-18,SKU002
凑合能用对得起价格#42,3,2026-05-10,SKU002
收到就有瑕疵明显次品#43,2,2026-04-15,SKU002
马马虎虎不好不差#44,3,2026-04-30,SKU002
做工扎实用料好#45,5,2026-05-27,SKU002
洗一次缩水短一大截#46,2,2026-05-08,SKU002
加微信xxx领优惠券#47,5,2026-05-05,SKU002
各方面满意给好评#48,4,2026-04-30,SKU002
降噪效果很不错地铁基本听不到噪音#49,5,2026-04-09,SKU002
非常满意跟描述一样#50,5,2026-05-29,SKU002
用了半个月没问题#51,5,2026-04-03,SKU002
挺好的已推荐朋友#52,5,2026-05-31,SKU002
马马虎虎不好不差#53,3,2026-05-25,SKU002
耳塞容易掉不合适#54,1,2026-05-29,SKU002
用了半个月没问题#55,4,2026-04-10,SKU002
退货各种刁难#56,1,2026-05-20,SKU002
加微信xxx领优惠券#57,5,2026-05-19,SKU002
快递小哥态度好#58,5,2026-05-25,SKU002
拉链卡顿缝线不齐#59,3,2026-05-29,SKU002
音质一般不如之前耳机#60,1,2026-05-16,SKU002
包装用心防潮好#61,5,2026-05-13,SKU002
凑合能用对得起价格#62,3,2026-05-13,SKU002
续航强充一次用一周#63,4,2026-05-16,SKU002
实物颜色很暗不亮#64,1,2026-04-19,SKU002
色差大图片浅蓝实物深蓝#65,2,2026-04-28,SKU002
细节处理得好无线头#66,5,2026-05-12,SKU002
音质一般不如之前耳机#67,2,2026-05-24,SKU002
尺码偏小L码要买XL#68,1,2026-05-21,SKU002
洗一次缩水短一大截#69,1,2026-05-14,SKU002
快递小哥态度好#70,4,2026-04-13,SKU002
售后处理慢退货一周没通过#71,2,2026-04-28,SKU002
这个价格可以买更好#72,2,2026-04-10,SKU002
细节处理得好无线头#73,5,2026-05-06,SKU002
马马虎虎不好不差#74,3,2026-04-30,SKU002
包装破损盒子压变形#75,2,2026-04-05,SKU002
耳塞容易掉不合适#76,1,2026-05-20,SKU002
很满意老顾客了#77,4,2026-05-14,SKU002
一般般有好有坏给中评#78,3,2026-05-30,SKU002
外观好看功能齐全#79,5,2026-05-22,SKU002
偏小穿着紧不舒服#80,1,2026-04-13,SKU002
外观好看功能齐全#81,4,2026-05-01,SKU002
售后处理及时#82,5,2026-04-06,SKU002
颜色图片差太多两个色#83,1,2026-05-21,SKU002
耳塞容易掉不合适#84,2,2026-04-12,SKU002
加微信xxx领优惠券#85,5,2026-05-21,SKU002
客服答非所问明显机器人#86,1,2026-04-17,SKU002
中规中矩没什么特别#87,3,2026-05-26,SKU002
尺码偏小L码要买XL#88,2,2026-05-25,SKU002
快递丢门口不打电话#89,2,2026-05-21,SKU002
客服不理人态度敷衍#90,2,2026-04-05,SKU002
穿着很显瘦同事说好看#91,5,2026-04-22,SKU002
不值这个价后悔买#92,2,2026-05-23,SKU002
便宜但质量不行#93,3,2026-04-28,SKU002
性价比太低不值#94,1,2026-05-07,SKU002
外观好看功能齐全#95,5,2026-05-12,SKU002
一般般有好有坏给中评#96,3,2026-05-25,SKU002
还行吧一般般没啥惊喜#97,3,2026-04-18,SKU002
一般般有好有坏给中评#98,3,2026-05-29,SKU002
有异味感觉劣质材料#99,2,2026-04-22,SKU002
款式好看穿着很舒服#100,5,2026-05-14,SKU002
性价比很高很划算#101,5,2026-04-20,SKU002
快递小哥态度好#102,5,2026-05-09,SKU002
加微信xxx领优惠券#103,5,2026-05-05,SKU002
穿着很显瘦同事说好看#104,5,2026-05-08,SKU002
客服态度好回复快#105,5,2026-04-02,SKU002
音质好低音浑厚高音清晰#106,5,2026-05-09,SKU002
细节处理得好无线头#107,5,2026-04-15,SKU002
做工精细满意#108,5,2026-05-06,SKU002
售后处理及时#109,4,2026-05-20,SKU002
这个价位很良心#110,4,2026-05-24,SKU002
分量少罐大装不满#111,1,2026-04-15,SKU002
佩戴舒适戴两小时不疼#112,5,2026-04-08,SKU002
做工扎实用料好#113,5,2026-04-23,SKU002
佩戴舒适戴两小时不疼#114,4,2026-04-21,SKU002
性价比很高很划算#115,5,2026-04-30,SKU002
客服态度极差问就不耐烦#116,1,2026-04-23,SKU002
用了三天就坏质量差#117,1,2026-05-04,SKU002
这个价位很良心#118,5,2026-04-28,SKU002
加微信xxx领优惠券#119,5,2026-04-22,SKU002
性价比很高很划算#120,5,2026-04-21,SKU002
线头到处都是做工粗糙#121,1,2026-05-08,SKU002
音质好低音浑厚高音清晰#122,5,2026-05-28,SKU002
很满意老顾客了#123,5,2026-05-22,SKU002
细节处理得好无线头#124,5,2026-05-27,SKU002
尺码偏小L码要买XL#125,2,2026-05-28,SKU002
款式好看穿着很舒服#126,5,2026-04-11,SKU002
降噪效果很不错地铁基本听不到噪音#127,4,2026-05-17,SKU002
中规中矩没什么特别#128,3,2026-05-01,SKU002
面料舒服手感好#129,4,2026-04-18,SKU002
质量太差穿两次就开线#130,2,2026-05-05,SKU002
发货很快第二天到#131,5,2026-05-24,SKU002
做工扎实用料好#132,5,2026-05-31,SKU002
中规中矩没什么特别#133,3,2026-05-12,SKU002
客服态度好回复快#134,5,2026-05-03,SKU002
穿了一个月没变形#135,5,2026-04-25,SKU002
按尺码表买还是大#136,1,2026-04-14,SKU002
问客服永远自动回复#137,1,2026-04-22,SKU002
很满意老顾客了#138,5,2026-05-05,SKU002
颜色图片差太多两个色#139,1,2026-05-31,SKU002
蓝牙连接稳定隔墙不断连#140,5,2026-04-26,SKU002
问客服永远自动回复#141,1,2026-05-04,SKU002
尺码不准实际偏小一码#142,3,2026-04-17,SKU002
坚果很新鲜颗颗饱满#143,5,2026-05-26,SKU002
客服有耐心解答#144,5,2026-05-17,SKU002
很满意老顾客了#145,5,2026-04-21,SKU002
掉色严重把别的衣服染#146,2,2026-04-22,SKU002
还行吧一般般没啥惊喜#147,3,2026-05-24,SKU002
加微信xxx领优惠券#148,5,2026-04-09,SKU002
还可以基本满足需求#149,3,2026-04-25,SKU002
客服有耐心解答#150,5,2026-05-30,SKU002
便宜好用值得推荐#151,5,2026-04-26,SKU002
太贵了不值这个价#152,1,2026-04-13,SKU002
中规中矩没什么特别#153,3,2026-05-26,SKU002
蓝牙连接稳定隔墙不断连#154,4,2026-04-27,SKU002
坚果很新鲜颗颗饱满#155,5,2026-05-01,SKU002
加微信xxx领优惠券#156,5,2026-04-09,SKU002
性价比很高很划算#157,4,2026-04-27,SKU002
马马虎虎不好不差#158,3,2026-05-15,SKU002
降噪几乎没有效果#159,1,2026-05-19,SKU002
分量少罐大装不满#160,2,2026-05-29,SKU002
纽扣掉口袋破#161,1,2026-05-17,SKU002
按尺码表买还是大#162,1,2026-05-14,SKU002
这个价格可以买更好#163,3,2026-05-27,SKU002
买完降价申请价保不退#164,3,2026-05-12,SKU002
售后处理及时#165,5,2026-04-17,SKU002
加微信xxx领优惠券#166,5,2026-04-21,SKU002
非常满意跟描述一样#167,4,2026-06-01,SKU002
第三次回购了质量稳#168,4,2026-04-10,SKU002
一般般有好有坏给中评#169,3,2026-04-21,SKU002
拉链卡顿缝线不齐#170,1,2026-05-01,SKU002
外观好看功能齐全#171,5,2026-05-08,SKU002
包装破损盒子压变形#172,2,2026-04-06,SKU002
售后处理及时#173,4,2026-05-12,SKU002
有包开心果受潮不脆#174,2,2026-04-27,SKU002
这家最实惠#175,5,2026-04-02,SKU002
外观好看功能齐全#176,5,2026-05-13,SKU002
搞活动买的比平时便宜#177,5,2026-05-08,SKU002
非常满意跟描述一样#178,5,2026-04-06,SKU002
快递小哥态度好#179,4,2026-04-12,SKU002
快递小哥态度好#180,4,2026-04-07,SKU002
蓝牙连接稳定隔墙不断连#181,4,2026-05-04,SKU002
外观好看功能齐全#182,5,2026-05-12,SKU002
搞活动买的比平时便宜#183,5,2026-05-23,SKU002
质量太差穿两次就开线#184,2,2026-04-18,SKU002
穿了一个月没变形#185,5,2026-05-18,SKU002
第三次回购了质量稳#186,5,2026-04-29,SKU002
马马虎虎不好不差#187,3,2026-05-04,SKU002
发货很快第二天到#188,5,2026-04-22,SKU002
音质好低音浑厚高音清晰#189,5,2026-05-11,SKU002
用了三天就坏质量差#190,1,2026-04-15,SKU002
售后处理及时#191,5,2026-04-16,SKU002
坚果很新鲜颗颗饱满#192,5,2026-05-05,SKU002
质量不错比实体店好#193,5,2026-04-23,SKU002
马马虎虎不好不差#194,3,2026-05-06,SKU002
还行吧一般般没啥惊喜#195,3,2026-05-17,SKU002
客服答非所问明显机器人#196,1,2026-05-22,SKU002
物流慢坚果都碎了#197,2,2026-05-16,SKU002
凑合能用对得起价格#198,3,2026-04-14,SKU002
一般般有好有坏给中评#199,3,2026-05-13,SKU002
还行吧一般般没啥惊喜#200,3,2026-04-10,SKU002
中规中矩没什么特别#201,3,2026-04-10,SKU002
凑合能用对得起价格#202,3,2026-05-15,SKU002
挺好的已推荐朋友#203,5,2026-05-26,SKU002
分量少罐大装不满#204,1,2026-04-11,SKU002
快递丢门口不打电话#205,2,2026-04-29,SKU002
挺好的已推荐朋友#206,5,2026-05-06,SKU002
加微信xxx领优惠券#207,5,2026-05-10,SKU002
客服答非所问明显机器人#208,2,2026-05-17,SKU002
快递小哥态度好#209,4,2026-04-24,SKU002
加微信xxx领优惠券#210,5,2026-04-08,SKU002
客服态度好回复快#211,5,2026-05-06,SKU002
客服态度极差问就不耐烦#212,2,2026-05-31,SKU002
快递丢门口不打电话#213,2,2026-05-01,SKU002
